Scaledage,Scaledincome,Scaledspending_score,Scaledpurchase_frequency,Scaledlast_purchase_amount,gender_Male,gender_Other,preferred_category_Electronics,preferred_category_Groceries,preferred_category_Home & Garden,preferred_category_Sports,2,3,4,5,6,7,8,9,10
0.3921568627450981,0.5779659745434236,0.8989898989898991,0.4693877551020408,0.10424121131259223,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.05882352941176472,0.4071718527286215,0.595959595959596,0.836734693877551,0.03186973133604221,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
0.823529411764706,0.8049496119830957,0.29292929292929293,0.5510204081632653,0.41842036104878005,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.43137254901960786,0.14249514457901624,0.7373737373737375,0.08163265306122448,0.99210584834334,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0.9215686274509803,0.9220465286865773,0.20202020202020202,0.4897959183673469,0.34030767986738636,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
0.2549019607843137,0.22756712150638914,0.23232323232323232,0.5918367346938774,0.07727373804758728,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0.019607843137254943,0.20267735831756534,0.6767676767676769,0.8571428571428571,0.1832736976165929,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.4901960784313726,0.6510931990764279,0.9393939393939396,0.5306122448979591,0.7319627226231629,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.6862745098039217,0.03684285106985968,0.2828282828282828,0.12244897959183673,0.9514524834738312,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.7254901960784313,0.13199243137810596,0.5454545454545455,0.02040816326530612,0.8195160409970283,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.09803921568627455,0.33054372379531377,0.15151515151515152,0.4693877551020408,0.42914468231346153,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0.9803921568627451,0.0004501162800389924,0.9090909090909092,0.9795918367346937,0.8890169203711566,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0.21568627450980393,0.4789320574481741,0.8080808080808082,0.5306122448979591,0.0916469565568965,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.9019607843137255,0.02512315681551064,0.4545454545454546,0.04081632653061225,0.21322295671862052,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0.2941176470588236,0.6856437913127558,0.16161616161616163,0.14285714285714285,0.9152465279883559,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.6862745098039217,0.8275471163383874,0.16161616161616163,0.510204081632653,0.21731659490165162,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.7647058823529412,0.6045811834723971,0.2828282828282828,0.24489795918367344,0.3720359027230275,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.07843137254901966,0.09873383957522358,0.21212121212121213,0.6122448979591836,0.8426627852912043,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.37254901960784315,0.5458660153873083,0.8989898989898991,0.4081632653061224,0.44921867103321406,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.2549019607843137,0.5593028198951395,0.6969696969696971,0.32653061224489793,0.05144844037439101,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.019607843137254943,0.43773808233793726,0.12121212121212123,0.061224489795918366,0.739877089777023,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.07843137254901966,0.1589827372071118,0.7373737373737375,0.9387755102040816,0.7974103948086603,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.3529411764705882,0.46236110995340457,0.6767676767676769,0.3061224489795918,0.8047284047951159,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0.4509803921568628,0.4313947769840542,0.8686868686868688,0.16326530612244897,0.4768835789516243,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,0.05114654619109932,0.7777777777777779,0.7755102040816325,0.5038308367194292,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.2941176470588236,0.9315156415407313,0.595959595959596,0.7755102040816325,0.07365516404875977,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.7058823529411765,0.04492827313722708,0.09090909090909093,0.061224489795918366,0.1151171488062749,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.23529411764705888,0.17234452233493652,0.18181818181818182,0.5306122448979591,0.5109264762366831,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.0,0.339396010636081,0.7777777777777779,0.0,0.18345563709139429,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.09803921568627455,0.6176762330268653,0.29292929292929293,0.38775510204081626,0.9502900923848222,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.3529411764705882,0.389700672673774,0.15151515151515152,0.5306122448979591,0.970000202154972,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0.823529411764706,0.13110886979136271,0.686868686868687,0.346938775510204,0.18890371358683566,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.21568627450980393,0.3496486592369695,0.010101010101010102,0.9387755102040816,0.08241858208502638,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.5098039215686275,0.4716968550208804,0.8888888888888891,0.7346938775510203,0.06726706693351123,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
0.5294117647058824,0.1094782818894881,0.5353535353535355,0.9591836734693877,0.6355954474700306,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0.23529411764705888,0.36226025056472916,0.36363636363636365,0.10204081632653061,0.5277356621586108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.5686274509803921,0.6507514441230651,0.7777777777777779,0.7551020408163265,0.1190692785089049,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0.5882352941176471,0.43169485450408024,0.8888888888888891,1.0,0.9679078981947561,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
0.2549019607843137,0.3783310688594553,0.42424242424242425,0.5714285714285714,0.07888087007499948,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.07843137254901966,0.6422742541823303,0.13131313131313133,0.8163265306122448,0.08941314411627954,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.09803921568627455,0.3394126816094158,0.30303030303030304,0.9591836734693877,0.7105039723451999,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.6666666666666666,0.7128924972284507,0.6969696969696971,0.673469387755102,0.18422382598500012,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.33333333333333337,0.35154915019713423,0.050505050505050504,0.8979591836734693,0.156447732831989,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.1960784313725491,0.2700781035100734,0.787878787878788,1.0,0.9565265732710696,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.6274509803921569,0.10336003467562449,0.4444444444444445,0.6122448979591836,0.7512078759577092,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.607843137254902,0.5378639481866148,0.27272727272727276,0.836734693877551,0.2067337821173712,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.7450980392156864,0.8252215155581859,0.393939393939394,0.14285714285714285,0.3486566802110498,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.5882352941176471,0.3860413940267902,0.9393939393939396,0.04081632653061225,0.18080740695817415,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.019607843137254943,0.4609940901399528,0.6464646464646465,0.18367346938775508,0.01834556370913943,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.9803921568627451,0.9712092290508381,0.9595959595959597,0.346938775510204,0.670537934380496,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
0.8431372549019608,0.26078403587593463,0.8282828282828284,0.693877551020408,0.10099662401196756,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.11764705882352944,0.5507922880077354,0.8282828282828284,0.7142857142857142,0.5851881052014475,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
0.5294117647058824,0.868866123748635,0.7272727272727274,0.3061224489795918,0.8925546323811835,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.2941176470588236,0.1261325842509315,0.8383838383838385,0.7551020408163265,0.3254088584308731,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.7450980392156864,0.4623861164134067,0.5454545454545455,0.8163265306122448,0.7723330705318697,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
0.47058823529411764,0.36227692153806396,0.494949494949495,0.24489795918367344,0.9022883942830575,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
0.8823529411764707,0.16340054514082802,0.060606060606060615,0.38775510204081626,0.1869327026098207,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
0.607843137254902,0.6851269911393776,0.47474747474747475,0.4693877551020408,0.8424505225706027,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.4901960784313726,0.4300360926572698,0.11111111111111112,0.0,0.8044352800857137,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.05882352941176472,0.9117605381390192,0.0,0.12244897959183673,0.39337336001778966,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.09803921568627455,0.3261592578082671,0.13131313131313133,0.12244897959183673,0.2167707764772475,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.23529411764705888,0.49300235894272687,0.8686868686868688,0.7142857142857142,0.16577718478985992,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.607843137254902,0.41667430752944506,0.48484848484848486,0.10204081632653061,0.6329977560798108,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.6274509803921569,0.4593436637798098,0.30303030303030304,0.36734693877551017,0.31197566054137105,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.17647058823529416,0.5047387241704107,0.35353535353535354,0.02040816326530612,0.4893666484727192,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
0.27450980392156865,0.5857013061707608,0.686868686868687,0.5714285714285714,0.6829300341641903,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0.3529411764705882,0.8113929431769875,0.7474747474747476,0.12244897959183673,0.3290880789213011,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.4901960784313726,0.4818161358350907,0.5151515151515152,0.8163265306122448,0.0855924151454505,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.27450980392156865,0.8823696121498055,0.8787878787878789,0.3061224489795918,0.09393130774051388,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
